index,X,Y,FID,STTNKEY,STTNID,NHS,LOCATION,CONFIDENCE,COMMENT,LONGITUDE,LATITUDE,STPOSTAL,AADT,YEAR_GEO,FCLASS,STFIPS,CTFIPS,VERSION
4895,-92.40631674265836,34.6703431819439,2547,05600567,600567,1,"S.H. 338 Sec 1 L.M. 0.66 at I-430 Overpass, LR",3, ,-92.406317,34.670343,AR,9174,2000,14,5,119,1
4896,-90.4467367408332,37.75164218481358,2548,29000611,000611,7,RTE. 67 ST. FRANCOIS CO. FLAT RIVER,3,Not in Ctfips 185 but in 186,-90.446737,37.751642,MO,0,1999, ,29,187,1
4897,-90.60953074098504,41.56012018836059,2549,19000813,000813,0,US 6 E OF PINE ST DAVENPORT KIMBERLY,3, ,-90.609531,41.56012,IA,22080,1999,14,19,163,1
4898,-86.99017173761416,40.06789718697065,2550,18002340,002340,0,"ON US 136, 4.0 MI. E OF JCT SR 25 IN MONTGOMERY CO",3, ,-86.990171,40.067897,IN,0,1999, ,18,107,1
4899,-89.610857740055,39.75275318667718,2551,17006020,006020,1,0.5 MILES SOUTH OF STEVENSON DR. OVERHEAD IN SPFLD,3, ,-89.610858,39.752753,IL,51989,1999,11,17,167,1
4900,-89.06939373955059,33.097305180478884,2552,2800076B,00076B,0,MS 15 - 1.4 MI S OF MS 25 AT LOUISVILLE,3, ,-89.069394,33.097305,MS,0,1999, ,28,159,1
4901,-87.96347873852073,37.53360718461055,2553,21000157,000157,0,"MP 4.188, S OF STURGIS,1.4 MI S OF KY 365",3, ,-87.963479,37.533608,KY,1428,2000,2,21,225,1
4902,-92.40377074265598,34.696041181967864,2554,05600573,600573,1,I-430 Sec 21 L.M. 2.40 at David O'Dodd Overpass,3, ,-92.40377,34.696042,AR,0,2000, ,5,119,1
4903,-90.79926874116173,37.94398218499271,2555,29000613,000613,7,RTE. 8 WASHINGTON CO. JUST WEST OF RTE. 185,3, ,-90.799269,37.943982,MO,0,1999, ,29,221,1
4904,-90.64750374102044,42.51526518925004,2556,19000814,000814,7,US 61/151 NB NEAR THE WISCONSIN STATE LINE DUBUQUE,3, ,-90.647503,42.515265,IA,0,1999, ,19,61,1
4905,-86.29586473696753,39.882990186798445,2557,18002400,002400,1,"ON I-65, 0.3 MI. N. OF 71 ST STREET IN MARION CO.",3, ,-86.295864,39.88299,IN,0,1999, ,18,97,1
4906,-90.22781574062948,39.59061618652617,2558,17006060,006060,0,6.6 MILES SOUTH OF US 36,3, ,-90.227815,39.590616,IL,2409,1999,2,17,137,1
4907,-90.50451774088714,31.00589517853103,2559,2800077A,00077A,1,I-55 - .5 MI N OF LOUISIANA STATE LINE,3, ,-90.504518,31.005895,MS,8273,1999,1,28,113,1
4908,-92.13148074240256,34.85877918211946,2560,05600613,600613,4,U.S. 67 Sec 10 L.M. 7.81 South of Rebmond Road,3, ,-92.13148,34.858779,AR,0,2000, ,5,119,1
4909,-90.44932074083592,38.676787185675366,2561,29000616,000616,1,"I-270, ST. LOUIS N/O 340",3, ,-90.449321,38.676787,MO,0,1999, ,29,189,1
4910,-87.09108973770816,37.729806184793325,2562,21000173,000173,7,"MP 6.083, OWENSBORO, .2 MI. W. OF US231",3, ,-87.09109,37.729807,KY,16108,2000,12,21,59,1
4911,-91.73771074203567,41.94680618872052,2563,19000815,000815,0,IA 922 NBI N OF US 30 CEDAR RAPIDS IA 922,3,IA 922 is signed U151B on most sources,-91.737711,41.946807,IA,9007,1999,14,19,113,1
4912,-89.91460274033777,39.740253186665605,2564,17006100,006100,1,0.5 MILES EAST OF THE NEW BERLIN INTERCHANGE,3, ,-89.914602,39.740254,IL,14241,1999,1,17,167,1
4913,-90.50451074088728,31.005934178531103,2565,2800077B,00077B,1,I-55 - .5 MI N OF LOUISIANA STATE LINE,3, ,-90.50451,31.005934,MS,9218,1999,1,28,113,1
4914,-92.26167174252372,34.737682182006715,2566,05600639,600639,1,"I-30 Sec 23 L.M. 140.00 bet 6th and 9th Sts, LR",3, ,-92.261672,34.737682,AR,51763,2000,11,5,119,1
4915,-90.71702574108502,38.86548518585106,2567,29000625,000625,0,ST. CHARLES CO. RTE 79 0.4 MILE N/O RTE Y,3, ,-90.717025,38.865486,MO,0,1999, ,29,183,1
4916,-88.28043973881587,33.49024418084496,2568,2800078A,00078A,3,US 82 AT ALABAMA STATE LINE,3, ,-88.280439,33.490245,MS,0,1999, ,28,87,1
4917,-92.1011727423742,33.15114218052906,2569,05002102,002102,7,"US 82, EAST OF UNION COUNTY LINE, L.M. 3.50",3, ,-92.101173,33.151142,AR,0,1999, ,5,3,1
4918,-90.46092774084674,38.67478518567333,2570,29000635,000635,7,RTE 340 E/O ROSS RD,3, ,-90.460928,38.674786,MO,0,1999, ,29,189,1
4919,-89.67389774011372,39.92804318684057,2571,17006110,006110,0,2.5 MILES SOUTH OF ILL 124,3, ,-89.673898,39.928043,IL,5430,1999,6,17,167,1
4920,-86.20258973688075,39.639395186571726,2572,18002410,002410,2,"ON SR 37, 0.4 MI. N. OF JOHNSON CO.LN.,MARION CO.",3, ,-86.202589,39.639395,IN,0,1999, ,18,97,1
4921,-87.09108973770816,37.729807184793394,2573,21000177,000177,7,"MP 6.083, OWENSBORO, .2 MI. W. OF US231",3, ,-87.09109,37.729807,KY,14351,2000,12,21,59,1
4922,-91.14790474148636,40.81916618767037,2574,19000816,000816,7,US 34 EBO W OF US 61 WEST BURLINGTON,3, ,-91.147905,40.819166,IA,12816,1999,14,19,57,1
4923,-88.28040873881577,33.49023818084497,2575,2800078B,00078B,3,US 82 AT ALABAMA STATE LINE,3, ,-88.280409,33.490238,MS,0,1999, ,28,87,1
4924,-92.24748874251054,36.37007518352698,2576,05003102,003102,2,"US 62, WEST OF LAKE NORFORK BRIDGE, L.M. 8.76",3, ,-92.247489,36.370075,AR,0,1999, ,5,5,1
4925,-90.58299574096031,38.66883018566784,2577,29000645,000645,7,RTE 40 1.8 MILES N/O RTE 340,3, ,-90.582996,38.66883,MO,0,1999, ,29,189,1
4926,-89.5839747400298,39.83409818675296,2578,17006280,006280,0,0.6 MILES EAST OF ILL 29 IN SPRINGFIELD,1,These 2 highways appear not to intersect,-89.583975,39.834098,IL,20063,1999,16,17,167,1
4927,-85.75334573646222,38.25657418528391,2579,21000211,000211,7,"MP 14.635, LOUISVILLE URBAN AREA,.1 MI N OF US 60S",1,Poor Location Description,-85.753346,38.256575,KY,11035,2000,14,21,111,1
4928,-91.91336274219924,42.67736118940086,2580,19000817,000817,0,IA 150 NBO S OF S JCT IA 3 OELWEIN,3, ,-91.913362,42.677361,IA,0,1999, ,19,65,1
4929,-86.0283087367183,39.76137418668526,2581,18002420,002420,1,"ON I-465, UNDER ENGLISH AVE. IN MARION COUNTY",3, ,-86.028309,39.761374,IN,0,1999, ,18,97,1
4930,-88.58708773910142,30.715948178260923,2582,2800079A,00079A,7,MS 63 - 1.5 MI S OF GEORGE COUNTY LINE,3, ,-88.587088,30.715948,MS,4010,1999,2,28,59,1
4931,-91.15689974149474,34.36899918166324,2583,05010009,010009,7,"S.H. 1 Sec 5 L.M. 12.50, 0.5 Mi. East of S.H. 17",3, ,-91.1569,34.368999,AR,0,2000, ,5,1,1
4932,-90.48309274086728,38.09800118513624,2584,29000658,000658,7,RTE 67 0.2 MILE S/O RTE JJ,3, ,-90.483093,38.098001,MO,0,1999, ,29,99,1
4933,-88.58706273910137,30.71591517826107,2585,2800079B,00079B,7,MS 63 - 1.5 MI S OF GEORGE COUNTY LINE,3, ,-88.587063,30.715916,MS,3970,1999,2,28,59,1
4934,-91.411498741732,39.94545318685663,2586,17006400,006400,0,0.85 MILES NORTH OF ILL 104 IN QUINCY,3, ,-91.411499,39.945453,IL,5002,1999,14,17,1,1
4935,-85.75334573646222,38.25657418528391,2587,21000215,000215,7,"MP 14.635, LOUISVILLE URBAN AREA,.1 MI N OF US 60S",1,Poor Location Description,-85.753346,38.256575,KY,10192,2000,14,21,111,1
4936,-93.12736274332995,34.06124318137659,2588,05010101,010101,1,"I-30, WEST OF SH 26, L.M. 68.39",3, ,-93.127363,34.061243,AR,0,1999, ,5,19,1
4937,-90.23889574063992,38.75631018574938,2589,29000687,000687,0,RTE. 367 ST. LOUIS 1.0 MI. S/O I-270,3, ,-90.238896,38.756311,MO,0,1999, ,29,189,1
4938,-93.09883674330332,43.43710019010864,2590,19000232,000232,0,IA 105 1.3 MI E OF CO S56 NORTHWOOD,3, ,-93.098837,43.4371,IA,0,1999, ,19,195,1
4939,-85.85171973655393,43.892908190533085,2591,26433109,433109,0,"M-37 BALDWIN, NORTH BOUND VOLUME",3, ,-85.85172,43.892909,MI,5037,2001,6,26,85,1
4940,-90.13318174054136,35.148639182389445,2592,05018111,018111,1,"I-55, NORTHWEST OF US 70, L.M. 3.50",3, ,-90.133182,35.148639,AR,0,1999, ,5,35,1
4941,-90.23468674063582,38.827623185815575,2593,29000688,000688,7,RTE. 67 ST. LOUIS CO. 0.7 MI. N/O JCT. OF RTE. 367,3, ,-90.234687,38.827623,MO,0,1999, ,29,189,1
4942,-90.12666674053524,34.994891182246306,2594,2800090A,00090A,7,US 61 - AT TENNESSEE STATE LINE,3, ,-90.126667,34.994892,MS,0,1999, ,28,33,1
4943,-88.6150777391275,39.084403186054814,2595,17007039,007039,1,2.0 MILES WEST OF I-57,3,In Ctfips 49,-88.615078,39.084403,IL,0,1999, ,17,49,1
4944,-86.74098673738214,37.89517518494726,2596,21000353,000353,0,"MP 12.578, E OF HAWESVILLE, 1.1 MI E OF KY 69",3, ,-86.740986,37.895176,KY,2306,2000,2,21,91,1
4945,-90.12666474053526,34.99489318224629,2597,2800090B,00090B,7,US 61 - AT TENNESSEE STATE LINE,3, ,-90.126665,34.994893,MS,0,1999, ,28,33,1
4946,-86.04676173673555,43.94605619058262,2598,26533269,533269,7,"US-10 BRANCH, EAST BOUND VOLUME",3, ,-86.046761,43.946057,MI,3636,2001,2,26,105,1
4947,-88.48604473900734,39.21593818617726,2599,17007070,007070,1,4.9 MILES NORTH OF I-70,3, ,-88.486045,39.215938,IL,18385,1999,1,17,173,1
4948,-92.21351074247876,41.20719718803184,2600,19000238,000238,0,IA 149 NB 2.1 MI N OF IA 78 MARTINSBURG,3, ,-92.213511,41.207198,IA,1159,1999,6,19,107,1
4949,-92.10790574238052,33.150839180528685,2601,05020006,020006,7,U.S. 82 Sec 8 L.M. 3.50 E. of Ouachita Rvr Bridge,3, ,-92.107906,33.15084,AR,2729,2000,2,5,3,1
4950,-91.50640774182028,39.692625186621285,2602,29000304,000304,7,RTE. 36 MARION CO. HANNIBAL 0.2 MI. E/O RTE. 24 E/,3, ,-91.506407,39.692625,MO,0,1999, ,29,127,1
4951,-86.74098573738222,37.89517518494726,2603,21000357,000357,0,"MP 12.578, E OF HAWESVILLE, 1.1 MI E OF KY 69",3, ,-86.740986,37.895175,KY,2325,2000,2,21,91,1
4952,-88.55153773906842,39.12009118608802,2604,17007080,007080,0,0.25 MILES EAST OF ILL 32/33 IN EFFINGHAM,3, ,-88.551537,39.120091,IL,18675,1999,14,17,49,1
4953,-92.45834674270692,33.80057318113381,2605,05020102,020102,7,"US 79, NORTHEAST OF CALHOUN COUNTY LINE, L.M. 0.13",3, ,-92.458346,33.800573,AR,0,1999, ,5,39,1
4954,-90.98900774133836,39.20385518616604,2606,29000305,000305,2,RTE. 61 LINCOLN CO. EOLIA 1.0 MILE NORTH OF RTE. Z,3, ,-90.989007,39.203856,MO,0,1999, ,29,113,1
4955,-90.16840074057428,32.286637179723854,2607,2800091A,00091A,1,I-55  1.0 MI N OF I-20,3, ,-90.168401,32.286637,MS,0,1999, ,28,121,1
4956,-92.50343174274894,40.79859818765135,2608,19000239,000239,0,IA 273 WB 5.5 MI W OF US 63 DRAKESVILLE,3,Not on NHPN,-92.503432,40.798598,IA,0,1999, ,19,0,1
4957,-86.07573073676258,42.30891518905798,2609,26807289,807289,0,"M-43 BANGOR, EAST BOUND VOLUME, WEST OF 54TH ST.",3, ,-86.075731,42.308915,MI,7421,2001,6,26,159,1
4958,-86.69441973733875,37.61791718468918,2610,21000363,000363,0,"MP 9.558, E OF FORDSVILLE, 1 MI E OF KY 261",3, ,-86.694419,37.617918,KY,539,2000,7,21,183,1
4959,-90.16841574057406,32.28659317972391,2611,2800091B,00091B,1,I-55  1.0 MI N OF I-20,3, ,-90.168416,32.286593,MS,0,1999, ,28,121,1
4960,-88.83246373933001,38.27391018529988,2612,17007100,007100,1,3.8 MILES EAST OF ILL 37,3, ,-88.832464,38.27391,IL,9734,1999,1,17,81,1
4961,-91.9489467422325,33.136076180514976,2613,05020205,020205,7,U.S. 82 Sec 8 L.M. 10.45 East of S.H. 133 North,3, ,-91.948947,33.136076,AR,0,2000, ,5,3,1
4962,-91.12399774146408,39.103026186072256,2614,29000306,000306,0,RTE. E LINCOLN CO. MILLWOOD 2.0 MI. W/O RTE. H,3,Not on NHPN,-91.123998,39.103026,MO,0,1999, ,29,0,1
4963,-91.48067874179628,42.39181818913528,2615,19000241,000241,0,IA 13 NB 5 MI S OF US 20 RYAN,3, ,-91.480679,42.391818,IA,4409,1999,2,19,55,1
4964,-86.05820073674637,43.94596219058264,2616,26003250,003250,7,0.5 MILES WEST OF LANDON RD.,3, ,-86.058201,43.945962,MI,0,1999, ,26,105,1
4965,-86.69441973733875,37.6179151846892,2617,21000367,000367,0,"MP 9.558, E OF FORDSVILLE, 1 MI E OF KY 261",3, ,-86.69442,37.617916,KY,527,2000,7,21,183,1
4966,-88.14190073868684,39.09982918606925,2618,17007110,007110,0,6.3 MILES NORTH OF ILL 33,3, ,-88.1419,39.099829,IL,2286,1999,6,17,79,1
4967,-91.67744174197968,33.58788918093569,2619,05022106,022106,0,"SH 35, EAST OF MONTICELLO, L.M. 5.79",3, ,-91.677441,33.587889,AR,0,1999, ,5,43,1
4968,-91.56752174187724,39.278915186236006,2620,29000307,000307,7,RTE. 54 AUDRAIN CO. JUST E/O RTE. PP,3, ,-91.567522,39.278915,MO,0,1999, ,29,7,1
4969,-90.14007074054774,32.2655461797043,2621,2800092A,00092A,1,I-20  1.2 MI E OF US 49,3, ,-90.140071,32.265546,MS,0,1999, ,28,121,1
4970,-90.56833774094656,41.74976618853713,2622,19000242,000242,7,US 61 NB 3.8 MI N OF CO F41 ELDRIDGE,3,CO F41 is called Grove St./ 267th St.,-90.568338,41.749766,IA,16083,1999,2,19,163,1
4971,-86.05820073674637,43.94596219058264,2623,26003260,003260,7,0.5 MILES WEST OF LANDON RD.,3, ,-86.058201,43.945962,MI,0,1999, ,26,105,1
4972,-86.71473473735766,37.283664184377805,2624,21000371,000371,0,"MP 16.086, N OF MORGANTOWN,2.8 MI N OF KY 79",3, ,-86.714735,37.283664,KY,1214,2000,7,21,31,1
4973,-90.12720974053576,38.76580118575822,2625,17008070,008070,1,800 FT WEST OF ILL 3 INTERCHANGE,3, ,-90.12721,38.765802,IL,68427,1999,11,17,119,1
4974,-92.44279074269228,34.27383018157451,2626,05027104,027104,0,"SH 46, SOUTHWEST OF US 270, L.M. 17.82",3, ,-92.44279,34.27383,AR,0,1999, ,5,0,1
4975,-92.03944174231674,39.81682118673688,2627,29000308,000308,0,RTE. 15 SHELBY CO. 0.7 MI. N/O RTE. 168,3, ,-92.039442,39.816821,MO,0,1999, ,29,205,1
4976,-90.14018974054784,32.265547179704406,2628,2800092B,00092B,1,I-20  1.2 MI E OF US 49,3, ,-90.14019,32.265547,MS,0,1999, ,28,121,1
4977,-86.71472573735765,37.283657184377766,2629,21000375,000375,0,"MP 16.086, N OF MORGANTOWN,2.8 MI N OF KY 79",3, ,-86.714726,37.283657,KY,1233,2000,7,21,31,1
4978,-90.4547327408408,41.814602188597625,2630,19000243,000243,7,US 30 EB 1.7 MI W OF CO RD Z30 DEWITT,2, ,-90.454733,41.814602,IA,9489,1999,2,19,45,1
4979,-90.08443374049598,36.201874183370194,2631,29000412,000412,2,RTE 412 0.1 MILE E/O RTE CC,3, ,-90.084433,36.201874,MO,0,1999, ,29,69,1
4980,-86.04676173673555,43.94605619058262,2632,26003269,003269,7,"US-10 BRANCH, WEST BOUND VOLUME",3, ,-86.046761,43.946057,MI,0,1999, ,26,105,1
4981,-90.36557574075776,38.952668185932,2633,17008130,008130,0,4.0 MILES EAST OF ILL 3,3, ,-90.365576,38.952669,IL,5585,1999,2,17,83,1
4982,-90.81293974117436,36.070470183247885,2634,05028103,028103,2,"US 412, EAST OF SH 231, L.M. 0.62",3, ,-90.812939,36.07047,AR,0,1999, ,5,55,1
4983,-87.01316773763568,36.81540518394177,2635,21000383,000383,2,"MP 2.574, W OF RUSSELVILLE, .2 MI W OF KY 1151",3, ,-87.013168,36.815406,KY,1824,2000,2,21,141,1
4984,-91.71300974201267,41.532892188335154,2636,19000244,000244,0,IA 1 NB 0.5 MI S OF CO RD F67 KALONA,3, ,-91.713009,41.532892,IA,5958,1999,6,19,103,1
4985,-90.08443374049598,36.201874183370194,2637,29001030,001030,2,RTE 412 DUNKLIN CO 0.1 MILE E/O RTE CC IN KENNETT,3,Not in Ctfips 35 but in 69,-90.084433,36.201874,MO,0,1999, ,29,69,1
4986,-86.21863873689564,42.52007918925472,2638,26037309,037309,1,"I-196 GLENN, NORTH BD. VOL. AT THE 114TH ST. OVERP",3, ,-86.218639,42.520079,MI,18956,2001,1,26,5,1
4987,-89.98531574040362,38.624273185626286,2639,17008500,008500,7,1.7 MILES NORTH OF I-64,3, ,-89.985315,38.624273,IL,9844,1999,14,17,163,1
4988,-92.26303874252494,36.370451183527216,2640,05030009,030009,2,"U.S. 62 Sec 11 L.M. 8.76, East of S.H. 101",3, ,-92.263038,36.370452,AR,0,2000, ,5,5,1
4989,-88.41855673894446,30.8632061783984,2641,2800094A,00094A,7,US 98 - ALABAMA STATE LINE,3, ,-88.418557,30.863206,MS,0,1999, ,28,39,1
4990,-87.01316673763561,36.81540518394177,2642,21000387,000387,2,"MP 2.574, W OF RUSSELVILLE, .2 MI W OF KY 1151",3, ,-87.013167,36.815406,KY,1846,2000,2,21,141,1
4991,-92.06411374233971,42.44922918918866,2643,19000245,000245,7,US 20 1.5 MI E OF CO V62 JESUP,3, ,-92.064113,42.44923,IA,10196,1999,2,19,13,1
4992,-86.20475873688262,43.2286991899146,2644,26615289,615289,7,US-31 MUSKEGON NORTH BD. VOLUME,2,Location description not specific,-86.204758,43.228699,MI,56849,2001,12,26,121,1
4993,-92.56074574280224,40.11841318701784,2645,29002021,002021,7,US 63 1.1 Mile N/O Rt KK,3, ,-92.560746,40.118413,MO,3301,1999,2,29,1,1
4994,-89.70735874014485,38.612325185615184,2646,17008510,008510,7,1.1 MILES WEST OF ILL 160,3, ,-89.707358,38.612326,IL,7873,1999,2,17,163,1
4995,-92.02454074230286,34.20886618151422,2647,05035124,035124,0,"HAZEL STREET, NORTH OF 22ND STREET, L.M. 0.79",3,Not on NHPN,-92.024541,34.208867,AR,0,1999, ,5,0,1
4996,-90.40084274079072,31.88541217935021,2648,2800003A,00003A,0,US 51 - 0.7 MI N OF MS 28 AT HAZLEHURST,3, ,-90.400843,31.885413,MS,0,1999, ,28,29,1
4997,-88.2939637388285,36.98658818410104,2649,21000391,000391,0,"MP 18.236, MARSHALL CO, 1.2 MI S OF US 62",3, ,-88.293964,36.986588,KY,2280,2000,6,21,157,1
4998,-91.6014997419088,43.09654118979142,2650,19000220,000220,7,US 52 1.0 MI NW OF US 18 POSTVILLE,3, ,-91.6015,43.096541,IA,1758,1999,6,19,5,1
4999,-92.56074574280224,40.11841318701784,2651,29002023,002023,7,US63 1.1 Mile N/O Rt KK,3, ,-92.560746,40.118413,MO,3264,1999,2,29,1,1
5000,-86.32190973699198,41.82786218860981,2652,26117129,117129,0,NILES-BUCHA. RD. BUCHANAN EAST BOUND VOLUME,3, ,-86.32191,41.827862,MI,7659,2001,7,26,21,1
5001,-90.09931974050976,38.58727918559191,2653,17008551,008551,1,0.55 MILES NORTH OF ILL 15,3, ,-90.09932,38.587279,IL,23300,1999,11,17,163,1
5002,-91.57572474188488,34.00171118132113,2654,05040102,040102,3,"US 65, NORTH OF SH 114, L.M. 8.69",3, ,-91.575725,34.001711,AR,0,1999, ,5,79,1
5003,-90.4007967407906,31.88521717935009,2655,2800003B,00003B,0,US 51 - 0.7 MI N OF MS 28 AT HAZLEHURST,3, ,-90.400797,31.885218,MS,0,1999, ,28,29,1
5004,-92.55525574279704,39.7599021866839,2656,29002032,002032,7,US 36 1.0 Mile E/O Rts C & O,3, ,-92.555255,39.759902,MO,3549,1999,2,29,121,1
5005,-90.09932074050992,38.58727918559191,2657,17008555,008555,1,0.55 MILES NORTH OF ILL 15,3, ,-90.09932,38.587279,IL,22558,1999,11,17,163,1
5006,-91.73247474203087,34.802379182066936,2658,05043101,043101,1,"I-40, EAST OF SH 13, L.M. 183.52",3, ,-91.732475,34.80238,AR,0,1999, ,5,85,1
5007,-90.23886174063976,33.53113018088298,2659,2800005A,00005A,3,US 82 & 49E - 0.1 MI E OF US49E NORTH AT GREENWOOD,3, ,-90.238861,33.53113,MS,0,1999, ,28,83,1
5008,-88.2939637388285,36.98659118410113,2660,21000395,000395,0,"MP 18.236, MARSHALL CO, 1.2 MI S OF US 62",3, ,-88.293963,36.986591,KY,2324,2000,6,21,157,1
5009,-91.87790974216637,42.96460118966853,2661,19000226,000226,7,US 18 3.8 MI E OF CO W14 WEST UNION,3, ,-91.877909,42.964601,IA,2293,1999,2,19,65,1
5010,-86.30917073697992,42.17541318893358,2662,26117179,117179,1,"I-94 COLOMA, E.BD.",3, ,-86.30917,42.175413,MI,36496,2001,1,26,21,1
5011,-92.55525474279716,39.7599021866839,2663,29002034,002034,7,US 36 1.0 Mile E/O Rts C & O,3, ,-92.555255,39.759902,MO,3656,1999,2,29,121,1
5012,-87.11953073773475,37.279988184374425,2664,21000403,000403,7,"MP 57.1, CENTRAL CITY, .7 MI W OF US431",3, ,-87.119531,37.279988,KY,4435,2000,2,21,177,1
5013,-91.41295874173328,41.08926018792215,2665,19000229,000229,0,IA 78 1.2 MI W OF CO X23 WINFIELD,3, ,-91.412958,41.08926,IA,758,1999,6,19,87,1
5014,-88.95058473943993,37.76047318482199,2666,17009020,009020,1,1.5 MILES NORTH OF ILL 13,3, ,-88.950585,37.760474,IL,0,1999, ,17,199,1
5015,-91.53976374185136,40.13866918703666,2667,29003021,003021,2,US 61 0.4 Miles N/O MO 16,3, ,-91.539764,40.138669,MO,2676,1999,2,29,111,1
5016,-90.07725074048926,35.6591431828648,2668,05047101,047101,1,"I-55, NORTH OF SH 181, L.M. 36.98",3, ,-90.077251,35.659143,AR,0,1999, ,5,93,1
5017,-86.73226973737395,41.77348018855929,2669,26117189,117189,1,I-94 NEW BUFFALO N. BD.,3, ,-86.73227,41.77348,MI,38616,2001,1,26,21,1
5018,-90.23893274063988,33.53113718088303,2670,2800005B,00005B,3,US 82 & 49E - 0.1 MI E OF US49E NORTH AT GREENWOOD,3, ,-90.238933,33.531137,MS,0,1999, ,28,83,1
5019,-87.11953073773475,37.279988184374425,2671,21000407,000407,7,"MP 57.1, CENTRAL CITY, .7 MI W OF US431",3, ,-87.119531,37.279988,KY,4419,2000,2,21,177,1
5020,-92.63011174286667,41.69572718848672,2672,19000103,000103,1,I 80 5 MI E OF IA 146 GRINNELL,3, ,-92.630112,41.695727,IA,26326,1999,1,19,157,1
5021,-91.53976374185136,40.13866818703673,2673,29003023,003023,2,US 61 0.4 Miles N/O MO 16,3, ,-91.539764,40.138668,MO,2701,1999,2,29,111,1
5022,-90.5018977408846,35.572378182784,2674,05056102,056102,3,"US 63, NORTH OF SH 14, L.M. 10.05",3, ,-90.501897,35.572379,AR,0,1999, ,5,111,1
5023,-88.92413273941543,38.08389018512298,2675,17009090,009090,0,0.5 MILES WEST OF I-57,3, ,-88.924133,38.083891,IL,3117,1999,6,17,55,1
5024,-90.39970074078974,34.59592118187453,2676,2800006A,00006A,7,US 61 - 3.2 MI S OF MS 4 EAST S OF TUNICA,3, ,-90.399701,34.595922,MS,4927,1999,2,28,143,1
5025,-86.40287973706721,43.78436319043209,2677,26645269,645269,7,US-31 PENTWATER NORTH BOUND VOLUME,3, ,-86.402879,43.784364,MI,0,2001, ,26,127,1
5026,-92.04180774231888,39.780580186703205,2678,29003081,003081,0,MO 15 0.2 Miles N/O Rts AA & U,3, ,-92.041807,39.780581,MO,944,1999,6,29,205,1
5027,-89.27768073974465,37.760315184821685,2679,17009100,009100,7,2.7 MILES EAST OF ILL 13/127/149,3, ,-89.277681,37.760315,IL,16741,1999,14,17,77,1
5028,-93.0682757432748,35.266860182499386,2680,05058101,058101,1,"I-40, WEST OF POTTSVILLE, L.M. 85.86",3, ,-93.068276,35.26686,AR,0,1999, ,5,115,1
5029,-86.44107173710292,36.985312184099925,2681,21000451,000451,0,"12TH AVE, BOWLING GREEN,BTW KENTON ST & FAIRGROUND",3, ,-86.441071,36.985312,KY,7058,2000,17,21,0,1
5030,-90.39966974078963,34.59600818187459,2682,2800006B,00006B,7,US 61 - 3.2 MI S OF MS 4 EAST S OF TUNICA,3, ,-90.39967,34.596008,MS,4984,1999,2,28,143,1
5031,-91.98811674226884,41.91293318868918,2683,19000311,000311,0,CO RD W12 SB 3.5 MI S OF US 30 WATKINS,3,"Not on NHPN, called 26th St. on Streets",-91.988116,41.912933,IA,836,1999,7,19,0,1
5032,-85.71372073642556,44.405585191010445,2684,26833300,833300,0,"M-115 MESICK, SE-BD TOTAL",3, ,-85.713721,44.405585,MI,6547,2001,2,26,165,1
5033,-92.04180774231888,39.780580186703205,2685,29003083,003083,0,MO 15 0.2 Miles N/O Rts AA & U,3, ,-92.041807,39.78058,MO,883,1999,6,29,205,1
5034,-93.13359474333576,35.48303618270079,2686,05058106,058106,0,"SH 7, NORTH OF SH 164, L.M. 15.86",3, ,-93.133594,35.483036,AR,0,1999, ,5,115,1
5035,-88.28118873881651,33.49041718084504,2687,28000078,000078,3,US-82 AT AL. STATE LINE,3,Not in CTFIPS 83,-88.281188,33.490417,MS,0,1999, ,28,87,1
5036,-87.63128073821137,41.8010221885848,2688,17001125,001125,1,AT THE 51ST. STREET OVERHEAD,3, ,-87.63128,41.801023,IL,0,1999, ,17,31,1
5037,-86.44106273710281,36.985312184099925,2689,21000455,000455,0,"12TH AVE, BOWLING GREEN,BTW KENTON ST & FAIRGROUND",3, ,-86.441063,36.985313,KY,6413,2000,17,21,0,1
5038,-92.68155874291476,38.93775418591838,2690,29005002,005002,1,IS 70 0.5 Miles E/O MO 87,3, ,-92.681558,38.937754,MO,16271,1999,1,29,53,1
5039,-92.17792574244572,34.723744181993766,2691,05060111,060111,1,"I-440, NORTH OF ARKANSAS RIVER BRIDGE, L.M. 5.59",3, ,-92.177926,34.723744,AR,0,1999, ,5,119,1
5040,-88.71979873922504,34.189119181495805,2692,2800008A,00008A,0,OLD US 45 - AT SCL VERONA,2,"Suspected to be Old US 45, but could not reference it as such",-88.719799,34.189119,MS,0,1999, ,28,81,1
5041,-91.47657374179244,42.39167918913501,2693,19000313,000313,0,CO RD D42 EB 0.2 MI E OF IA 13 MANCHESTER,3,Not on NHPN,-91.476574,42.391679,IA,716,1999,8,19,0,1
5042,-85.86802573656922,42.848095189560006,2694,26705059,705059,1,"I-196 HUDSONVILLE, NE.BD.",3, ,-85.868026,42.848095,MI,37430,2001,11,26,139,1
5043,-87.71693573829106,41.60293118840036,2695,17001170,001170,0,PULASKI ROAD SOUTH OF US 6,3,Not on NHPN,-87.716935,41.602931,IL,13454,1999,16,17,0,1
5044,-92.68155574291474,38.93775418591838,2696,29005004,005004,1,IS 70 0.5 Miles E/O MO 87,3, ,-92.681556,38.937754,MO,15577,1999,1,29,53,1
